layers,lr,batch,val_acc,error,time_s,co2_kg
"(256, 256)",0.01,64,0.808641975308642,0.191358024691358,6.31766939163208,1.3005323261145933e-05
"(512, 512)",0.01,16,0.7921810699588477,0.20781893004115226,81.7142686843872,0.00012622423354030597
"(128, 128, 128, 128)",0.0001,16,0.7829218106995884,0.21707818930041156,8.932817697525024,1.6700959902820746e-05
"(32, 32, 32, 32, 32, 32)",0.0001,32,0.7911522633744856,0.20884773662551437,1.386610984802246,5.023489065824019e-06
"(128,)",0.05,16,0.7685185185185185,0.2314814814814815,0.8419137001037598,3.956273897870745e-06
"(512, 512, 512, 512, 512)",0.01,32,0.7870370370370371,0.2129629629629629,178.15508675575256,0.0002678352739262636
"(64, 64, 64, 64, 64)",0.005,256,0.7788065843621399,0.2211934156378601,0.9972233772277832,4.192424958155411e-06
"(512, 512, 512)",0.0005,16,0.7901234567901234,0.2098765432098766,171.87629413604736,0.00025736941570721634
"(128, 128, 128, 128, 128)",0.001,256,0.7788065843621399,0.2211934156378601,2.8720810413360596,7.176978843306381e-06
"(32, 32, 32, 32, 32)",0.01,256,0.7777777777777778,0.2222222222222222,0.3743915557861328,3.233786891062597e-06
"(256, 256, 256, 256, 256, 256)",0.0005,64,0.801440329218107,0.19855967078189296,22.974477767944336,4.019427090906497e-05
"(256, 256, 256, 256, 256, 256)",0.01,64,0.7685185185185185,0.2314814814814815,23.620454788208008,4.186255287763131e-05
"(64,)",0.0001,32,0.7716049382716049,0.22839506172839508,0.47243261337280273,3.348629452224751e-06
"(64, 64, 64, 64, 64)",0.01,128,0.7860082304526749,0.21399176954732513,1.1791737079620361,4.585274792705021e-06
"(256, 256, 256)",0.001,64,0.7870370370370371,0.2129629629629629,11.307985305786133,2.118099369462019e-05
"(512, 512, 512, 512, 512)",0.0005,32,0.7962962962962963,0.20370370370370372,172.50738143920898,0.0002574714783071944
